,Name,Place_name,Description,Link
872,"Shillong, Meghalaya - Scotland of the East", 16. Kyllang Rock,"Some 78 km away from Shillong, a unique giant rock made out of red granite, Kyllang Rock is a giant dome placed in the West Khasi Hills of Meghalaya.",https://www.holidify.com/places/shillong/kyllang-rock-sightseeing-8129.html
873,"Shillong, Meghalaya - Scotland of the East", 17. Sohpetbneng,"At 1343m above sea level, an ideal location to meet nature. Sohpetbneng means 'navel of heaven' in the local language and is truly heaven - with the breathtaking view of Shillong it offers.",https://www.holidify.com/places/shillong/sohpetbneng-sightseeing-3486.html
874,"Shillong, Meghalaya - Scotland of the East", 18. Museums in Shillong,"There are innumerable museums in Shillong. The Arunachal State Museum, Meghalaya State Museum, Wankhar Entomology Museum, The Butterfly Museum and the Rhino Museum - there are so many, each as wonderful as the previous one.",https://www.holidify.com/places/shillong/museums-sightseeing-3484.html
875,"Shillong, Meghalaya - Scotland of the East", 19. Khasi Hills,"Named after the Khasi tribe of Meghalaya, the Khasi hills are famous for housing the Sohra or Cherrapunjee scarp, one of the regions with highest annual rainfall in the world, and the prevalent use of living root bridges seen in this region. The Nongkhum island, the second largest river island of As...",https://www.holidify.com/places/shillong/khasi-hills-sightseeing-120776.html
876,"Shillong, Meghalaya - Scotland of the East", 20. Meghalaya State Museum,"The museum, a great attraction for tourists, exhibits vast collection of artefacts of tribal era and a collection of ancient scriptures. The museum is situated within the State Central Library complex at Laichumiere and is managed by the government of Meghalaya.",https://www.holidify.com/places/shillong/meghalaya-state-museum-sightseeing-3482.html
877,"Shillong, Meghalaya - Scotland of the East", 21. Jaintia Hills,"Part of the former Jaintia Kingdom, the Jaintia Hills is a land of majestic hills filled with rich natural vegetation and mineral deposits situated in Meghalaya. The Jaintia Hills is home to one of the most beautiful waterfalls of India, the Krang Suri Falls and the fascinating Nartiang Monoliths.",https://www.holidify.com/places/shillong/jaintia-hills-sightseeing-120778.html
878,"Shillong, Meghalaya - Scotland of the East", 22. Garo Hills,"Situated close to the Indo-Bangladesh Border, the Garo hills get their name from the Garo tribe who inhabit the area. The Nokrek Biosphere reserve, one of the most important national parks with international importance, is located in this nature-rich area. The hills are also decked with splendid wat...",https://www.holidify.com/places/shillong/garo-hills-sightseeing-120777.html
879,"Shillong, Meghalaya - Scotland of the East", 23. Laitlum Canyons,"Perched on the East Khasi Hills, Laitlum Canyons is a less explored but one of the most picturesque tourist destinations in Shillong. Literally, translated to 'End of hills', this exotic viewing site offers the best panoramic views of the whole of Meghalaya embraced by the majestic hills and valleys...",https://www.holidify.com/places/shillong/laitlum-canyons-sightseeing-122952.html
880,"Shillong, Meghalaya - Scotland of the East", 24. Mawjymbuin Cave,"Mawjymbuin Cave is situated in Mawjymbuin village in Mawsynram (the wettest place on earth) in Cherrapunji and is a religiously significant site. Made of calcareous sandstones and having numerous stalagmites (formed as a result of calcium carbonate depositions, weathering and dripping of mineral enr...",https://www.holidify.com/places/shillong/mawjymbuin-cave-sightseeing-122953.html
881,"Shillong, Meghalaya - Scotland of the East", 25. All Saints Church,"All Saints Church is constructed on the Kacheri Road in Shillong. One among the oldest churches in the city, this was built during the British Raj and boasts of colonial style architectural finesse. The church was a whole wooden structure and is busiest during the routine Sunday masses.",https://www.holidify.com/places/shillong/all-saints-church-sightseeing-122955.html
882,"Shillong, Meghalaya - Scotland of the East", 26. Cathedral Of Mary Help Of Christians Shillong,"The Cathedral of Mary Help of Christians, also known as the Laitumkhrah Church is one of the most beautiful churches of Shillong, built on a steep plateau that requires one to climb a set of steps to reach. It is named after Mary, the mother of Jesus Christ. The church with its towering arches and b...",https://www.holidify.com/places/shillong/cathedral-of-mary-help-of-christians-sightseeing-122954.html
883,"Shillong, Meghalaya - Scotland of the East", 27. Police Bazar,"Police Bazar is the major market of Shillong, and a popular shopping haunt for locals and tourists alike. In addition to an array of restaurants, hotels and big brand stores, the Police Bazaar also has a flea market section which is pocket-friendly and draws the maximum number of tourists owing to i...",https://www.holidify.com/places/shillong/police-bazar-sightseeing-122957.html
884,"Shillong, Meghalaya - Scotland of the East", 28. Air Force Museum,"Situated in the Upper Shillong area, Air Force Museum is a brilliant display of the country's defence forces, especially the Air Force and learn about the defence history. A great place for adults and children both, the museum has aircraft models, uniforms of pilots, miniature models of missiles, ro...",https://www.holidify.com/places/shillong/air-force-museum-sightseeing-122956.html
885,"Shillong, Meghalaya - Scotland of the East"," 29. Butterfly Museum, Shillong","Also known as Entomological Museum, Butterfly Museum in Shillong is one of the most popular tourist attractions of the city. Situated on the Riatsamthiah Jaiaw, near Christian Academy School, the museum houses an extensive collection of vibrant butterflies, moths, beetles and other insects. The muse...",https://www.holidify.com/places/shillong/butterfly-museum-sightseeing-122958.html
886,"Shillong, Meghalaya - Scotland of the East", 30. Ever Living Museum,"Situated in the Mawshbuit Village in Shillong, Ever Living Museum is a privately owned museum depicting the love for nature, culture, tradition, posterity and history. An ethnographic museum, it houses the objects of the hill tribe of Garo, Khasi and Jaintia Hills and is divided into three sections....",https://www.holidify.com/places/shillong/ever-living-museum-sightseeing-122959.html
887,"Shillong, Meghalaya - Scotland of the East", 31. Rhino Heritage Museum,"Located in the Bara Bazaar area of Shillong, Rhino Heritage Museum is dedicated to the army personnels, military weapons and war missiles and rifles. The museum gets its name from the pink coloured rhinoceros sculpture installed outside the premises. Among other exhibits, the highlight is the displa...",https://www.holidify.com/places/shillong/rhino-heritage-museum-sightseeing-122961.html
888,"Wayanad, Kerala - Nature's Abode", 1. Banasura Dam,Lying in the lap of the Banasura hills in the Wayanad district is the picturesque Banasura Sagar dam. Banasura Dam is the largest earthen dam in the country and the second-largest in Asia. The view of the sprawling reservoir from the top of the dam is breathtaking. Adventures like speed boating are ...,https://www.holidify.com/places/wayanad/banasura-dam-sightseeing-3944.html
889,"Wayanad, Kerala - Nature's Abode", 2. Wayanad Wildlife Sanctuary,"Wayanad Wildlife Sanctuary is the second largest wildlife sanctuary in Kerala and comprises of rare as well as endangered species of both flora and fauna. It is surrounded by the protected areas of Mudumalai in Tamil Nadu as well as Nagarhole and Bandipur in Karnataka. Founded in the year 1973, the ...",https://www.holidify.com/places/wayanad/wayanad-wildlife-sanctuary-sightseeing-3952.html
890,"Wayanad, Kerala - Nature's Abode", 3. Edakkal Caves,"Famous for its exquisite rock and wall carvings, this pre-historic Edakkal Caves measures 96 ft long and 22 ft wide. You need to trek for one and half hour to hit the cave entrance, and another 45 minutes to reach the mouth of the cave. Boating cost: Pedal boat (Rs 30/2 people, Rs 50/4 people), Row ...",https://www.holidify.com/places/wayanad/edakkal-caves-sightseeing-3947.html
891,"Wayanad, Kerala - Nature's Abode", 4. Chembra Peak,"With a height 2100 m, the Chembara peak is an attractive destination for Campers and Mountaineers. Many guided expeditions are conducted to the tallest summit of Wayanad.",https://www.holidify.com/places/wayanad/chembra-peak-sightseeing-3946.html
892,"Wayanad, Kerala - Nature's Abode", 5. Stay in a Treehouse,"One of the best things to do in Kerala is to stay in a treehouse. And there is no better place in the state than Wayanad. You can find several packages in the city where you can stay in the pretty wooden house and as part of the package, you can also enjoy a bonfire and indulge in activities like ro...",https://www.holidify.com/places/wayanad/stay-in-a-treehouse-sightseeing-1254711.html
893,"Wayanad, Kerala - Nature's Abode", 6. Soochipara Falls,"Soochipara Falls is a three-tiered waterfall, which cascades at its best between the months of June and January. The site is also popular with rock climbers apart from picnickers.",https://www.holidify.com/places/wayanad/soochipara-falls-sightseeing-3950.html
894,"Wayanad, Kerala - Nature's Abode", 7. Vythiri,"Vythiri is a small town located in the Wayanad district, surrounded by lush rainforest. It is known for its spice plantations and indigenous tribal communities. It is a tourist favourite for adventure sports, trekking, and relaxing amidst the serene beauty of the town. Vythiri receives the highest r...",https://www.holidify.com/places/vythiri/
895,"Wayanad, Kerala - Nature's Abode", 8. Kuruva Dweep,Situated on the tributaries of river Kabani is the Kuruva Island surrounded by a picturesque view of enchanting evergreen forests. The site is popular among those seeking a quiet get-away from the hustle bustle of the cities.,https://www.holidify.com/places/wayanad/kuruva-dweep-sightseeing-3948.html
896,"Wayanad, Kerala - Nature's Abode", 9. Sulthan Bathery,"Once known as an important strategic location in the Malabar region, Sulthan Bathery is now the largest town in Wayanad district which is known for its tourism and commercial activities. The main attractions for the tourists are the pre-historic caves, jungle trails, sparkling streams and rivers and...",https://www.holidify.com/places/wayanad/sulthan-bathery-sightseeing-3951.html
897,"Wayanad, Kerala - Nature's Abode", 10. Pookode Lake,Lying just 3 km south of Vythiri is a natural fresh water lake unspoiled by human habitation and activities. The Pookode lake tourist resort is famous for its aquarium and green house. Visitors can enjoy a boat ride in its calm waters. Kayaking in the lake is another sought after activity.,https://www.holidify.com/places/wayanad/pookot-lake-sightseeing-3949.html
898,"Wayanad, Kerala - Nature's Abode", 11. Kanthanpara Waterfall,"Located in between two lush green tea estates, Kanthanpara Waterfall is a mesmerizing attraction. The walking trails leading up to the waterfall are perfect for nature walks and the picturesque location makes it ideal for camping. The beauty of the attraction is irresistible and offers a quick escap...",https://www.holidify.com/places/wayanad/kanthanpara-waterfall-sightseeing-122823.html
899,"Wayanad, Kerala - Nature's Abode", 12. Chain Tree,"Chain Tree is a popular Ficus, which has many myths associated with it. According to one of the legends, the road up was built by a foreign engineer but the route was given to him by a local tribal youth who was shot to death by the engineer.",https://www.holidify.com/places/wayanad/chain-tree-sightseeing-3945.html
900,"Wayanad, Kerala - Nature's Abode", 13. Pakshipathalam Bird Sanctuary,Pakshipathalam Bird Sanctuary is a nature loverês and bird watcherês paradise. They have a stunning population of birds thriving in the natural habitat preserved within the sanctuary. The sanctuary is a favourite amongst campers as well. Some rare species of birds and plants are also found here. Oth...,https://www.holidify.com/places/wayanad/pakshipathalam-bird-sanctuary-sightseeing-122825.html
901,"Wayanad, Kerala - Nature's Abode", 14. Thirunelli Temple,"Thirunelli Temple, dedicated to Lord Vishnu, is an ancient temple which was once an important pilgrimage located in the valley. The name is derived from Amla tree and is associated with a legend that states Lord Brahma had identified the idol of Lord Vishnu under an Amla tree when he was passing by....",https://www.holidify.com/places/wayanad/thirunelli-temple-sightseeing-122819.html
902,"Wayanad, Kerala - Nature's Abode", 15. Lakkidi Viewpoint,Lakkidi Viewpoint is a high altitude point to get a breathtaking view of the city. The region mostly stays misty and offers a beautiful view of the hairpin turns down the hill. The thrill of driving up to the point is an experience in itself.,https://www.holidify.com/places/wayanad/lakkidi-viewpoint-sightseeing-122821.html
903,"Wayanad, Kerala - Nature's Abode", 16. Banasura Hill,"One of the tallest mountains in the region, Banasura Hill is a part of the Western Ghats of India having an altitude of over 2000 metres. The hill has a wide variety of flora and fauna and offers a beautiful atmosphere for nature walks and trekking. The Kurichiya tribe, a tribe expert in bow and arr...",https://www.holidify.com/places/wayanad/banasura-hill-sightseeing-122820.html
904,"Wayanad, Kerala - Nature's Abode", 17. Neelimala Viewpoint,Neelimala Viewpoint offers a stunning view of the lush green natural vegetation and the breathtaking Meenmutti waterfalls. The serene atmosphere and the sounds of the birds chirping amidst the whispering leaves will put one at ease instantly. Trekking through the exciting misty trails and soaking in...,https://www.holidify.com/places/wayanad/neelimala-viewpoint-sightseeing-122822.html
905,"Wayanad, Kerala - Nature's Abode", 18. Wayanad Heritage Museum,"Wayanad Heritage Museum, also known as the Ambalavayal Heritage Museum, is an archaeological museum that has an impressive collection of artefacts belonging to the tribes of the region. It has an intriguing collection of artefacts belonging to the 2nd century that are tagged as rare. Some of these a...",https://www.holidify.com/places/wayanad/wayanad-heritage-museum-sightseeing-122824.html
906,"Wayanad, Kerala - Nature's Abode", 19. Chethalayam Waterfalls,"Situated in Wayanad, Chethalayam Waterfalls is a seasonal waterfall in Kerala. Cascading down a height, the mesmerising waterfalls is also a popular bird watching spot. You can also spot spotted deer, sambar, gaur, elephants and sloth bear etc.",https://www.holidify.com/places/wayanad/chethalayam-waterfalls-sightseeing-125174.html
907,"Wayanad, Kerala - Nature's Abode", 20. Palchuram Waterfalls,"Palchuram Waterfalls is a slightly unexplored yet beautiful waterfalls situated bwteen Wayanad and Kunnur in Kerala. Falling down a height of 300 metres, the waterfalls has four tiers of silvery cascading water.",https://www.holidify.com/places/wayanad/palchuram-waterfalls-sightseeing-125332.html
908,"Wayanad, Kerala - Nature's Abode", 21. Poopoli Wayanad Flower Show,Poopoli National Agrifest and Wayanad Flower Show at Ambalavayal in Kerala is held every year in January and marks the beginning of the new year. It is the biggest flower show in Kerala and is a venue for showing and exploring the latest trends and techniques in horticulture and floriculture. The Wa...,https://www.holidify.com/places/wayanad/wayanad-flower-show-sightseeing-1253606.html
909,"Wayanad, Kerala - Nature's Abode", 22. Meenmutty,"Located 29 km away from Kalpetta in Wayanad district, Meenmutty waterfalls is considered as one of the largest waterfalls in Kalpetta region and second largest in Kerala. It is also one of the most thrilling and beautiful natural attraction in Wayanad. Nestled away in the lap of a jungle trek, the c...",https://www.holidify.com/places/kalpetta/meenmutty-falls-sightseeing-4828.html
910,"Wayanad, Kerala - Nature's Abode", 23. Karapuzha Dam,"The Karapuzha Reservoir is the largest of its kind in India. This earth dam is built across the Karapuzha river and stands tall at 28 meters along a length of 625 meters. This whopping reservoir attracts tourists all year round, especially for a fun boating experience amidst the calm waters of the d...",https://www.holidify.com/places/kalpetta/karapuzha-dam-sightseeing-4826.html
911,"Wayanad, Kerala - Nature's Abode", 24. Muthanga Wildlife Sanctuary,"The Muthanga Wildlife Sanctuary is the second largest animal sanctuary in Kerala. It houses Kerala’s indigenous flora and fauna, and also some endangered animal and plant species. Spread over 344 sq. km., this beautiful reserve is a part of the larger Nilgiri Biosphere Reserve. The elephant is a par...",https://www.holidify.com/places/muthanga-wildlife-sanctuary/
912,"Wayanad, Kerala - Nature's Abode", 25. Thirunelly Temple,"The Thirunelli Temple is an ancient temple dedicated to the Lord Maha Vishnu. It is located in the Wayanad district of Kerala and is surrounded by pleasing hills and lush green forests. It stands at the height of 900 meters, overlooking the mountainous landscape and thick forests, nestled on one sid...",https://www.holidify.com/places/wayanad/thirunelly-temple-sightseeing-1254503.html
913,"Wayanad, Kerala - Nature's Abode", 26. Valliyoorkavu Bhagavathy Temple,"Valliyoorkavu Bhagavathi Temple is a temple with Goddess Durga as its presiding deity in three forms namely: Vana Durga, Bhadrakali, and Jala Durga. Situated about 24 kms from Kalpetta nearby Mananthavady, the temple was built in the 14th century. The main attraction of the temple is a 15-day festiv...",https://www.holidify.com/places/wayanad/valliyoorkavu-bhagavathi-temple-sightseeing-1254504.html
914,"Wayanad, Kerala - Nature's Abode", 27. Pallikunnu Church,"One of the most popular and sought after pilgrimage centre in north Kerala, Pallikkunnu Church is also referred to as 'Our Lady of Lourdes'. Situated about 19 km away from Kalpetta, this Latin Catholic Church was conceived by a famous priest Fr.Jefreno in the year 1908. The Church is a Latin-catholi...",https://www.holidify.com/places/wayanad/pallikunnu-church-sightseeing-1254505.html
915,"Wayanad, Kerala - Nature's Abode", 28. Kalpetta,"Surrounded by mystic hills and dense tea plantations, Kalpetta is a charming town in the Wayanad district of Kerala. The town is filled with fantastic tea and coffee houses, where you can go and have some of the best early morning breakfasts. Kalpetta is 13 km away from Wayanad, at an altitude of 78...",https://www.holidify.com/places/kalpetta/
916,"Wayanad, Kerala - Nature's Abode", 29. Puliyarmala Jain Temple,"Puliyarmala Jain Temple is dedicated to Ananthanatha Swami who was a Tirthankar; this temple is also known as ”Anantnath Swami Temple”. It is one of the oldest temple in Kerala, built in the 13th century and depicts the mastery of Jain architectures. The temple is located in Puliyarmala in the distr...",https://www.holidify.com/places/wayanad/puliyarmala-jain-temple-sightseeing-1254507.html
917,"Wayanad, Kerala - Nature's Abode", 30. Koottamundu Glass Temple,"An important pilgrimage for Jains, Koottamunu Glass Temple was created to honor the famous Jain saint Parshawanatha Swami. Situated 22 km from Kalpetta on the hill side Vellarimala, devotees come here to pay their respect and meditate. The interior of the temple is quite tantalizing decorated with m...",https://www.holidify.com/places/wayanad/koottamundu-glass-temple-sightseeing-1254508.html
918,"Wayanad, Kerala - Nature's Abode", 31. Varambetta Mosque,"Varambetta Mosque is one of the oldest architecture in the district of Wayanad. About 300 years old, the mosque is situated at a distance of 15 km from Kalpetta. The whole complex is neat, and well maintained, for the people who visit here. It is one of the most important Muslim religious centres in...",https://www.holidify.com/places/wayanad/varambetta-mosque-sightseeing-1254509.html
919,"Wayanad, Kerala - Nature's Abode", 32. Thrissilery Shiva Temple,The Thrissilery Shiva Temple in Wayanad is a famous pilgrimage destination of Kerala. Dedicated to Lord Shiva the temple is visited along with the Lord Vishnu Temple at Thirunelli 19km away. It is believed that the ancestral rituals at Thirunelli remain incomplete until one pays a visit to the Thris...,https://www.holidify.com/places/wayanad/thrissilery-shiva-temple-sightseeing-1254696.html
920,"Wayanad, Kerala - Nature's Abode", 33. Seetha Devi Temple,"Located in Pulpally in Wayanad district of Kerala, the Seetha Devi temple is unique because it is the only temple in the state that worships the children of Sita, Lava and Khusha. The main deity of the temple is Goddess Sita, and the legends of Ramayana are closely related to the temple and its shri...",https://www.holidify.com/places/wayanad/seetha-devi-temple-sightseeing-1254697.html
921,"Wayanad, Kerala - Nature's Abode", 34. E3 Theme Park,"Located in Vellamunda near Wayanad in the state of Kerala, E3 Theme Pass is one of the country’s best Multi Recreational Theme Parks. Boasting of a variety of fun and exciting activities, the park’s best includes Magnetic Free Fall, Moss Garden, 12D Theatre and a huge Kid’s Park etc. Besides, the pr...",https://www.holidify.com/places/wayanad/e3-theme-park-sightseeing-1257329.html
922,"Palampur, Himachal Pradesh", 1. Tashi Jong Monastery,The Tashi Jong Monastery is not just a centre for worship for Buddhists but is also the homely abode of various Tibetan refugees. The complex has a college for freshers and a Tibetan restaurant besides the main shrine.,https://www.holidify.com/places/palampur/tashi-jong-monastery-sightseeing-3159.html
923,"Palampur, Himachal Pradesh", 2. Tea gardens in Palampur,Palampur boasts of being the 'Tea Capital of North-West India'. Tourists coming to Palampur can visit these gardens and marvel at the lush green beauty of this place and appreciate the efficient way in which these gardens are run.,https://www.holidify.com/places/palampur/tea-gardens-sightseeing-3160.html
924,"Palampur, Himachal Pradesh", 3. Saurabh Van Vihar,"Visit this beautiful park for some relaxed and enjoyable time amongst lush greenery, surrounded by sceneries and mountains. The park has water bodies, Picnic Sheds, Children Park Open Air theatre and more.",https://www.holidify.com/places/palampur/saurabh-van-vihar-sightseeing-3158.html
925,"Palampur, Himachal Pradesh", 4. Neugal Khad,"A picnic spot located 2 km away from town, this is a beautiful place where one can enjoy and marvel at nature's beauty. There is a Neugal cafe here too which is maintained by the government.",https://www.holidify.com/places/palampur/neugal-khad-sightseeing-3156.html
926,"Palampur, Himachal Pradesh"," 5. Pottery, Andretta","Andretta Pottery is a beautiful concept which was started by Mansimran Singh in 1983. The idea was to teach clay pottery-making and designing to interested candidates for a fee, with an opportunity to undertake this course while living in the Dhauladhar Himalayas in the Kangra District. This one is ...",https://www.holidify.com/places/palampur/pottery-andretta-sightseeing-6259.html
927,"Palampur, Himachal Pradesh", 6. Baijnath Temple,"One of the most beautiful built temples in the Kangra Valley, the Shiva Temple of a splendid architectural design which resembles that of the Jagannath temple in Puri.",https://www.holidify.com/places/kangra/baijnath-temple-sightseeing-4848.html
928,"Palampur, Himachal Pradesh", 7. City Shopping,"In Palampur, one can shop for Tibetan handicrafts, Thangka paintings, carpets, woolens as well as some Kangra tea.",https://www.holidify.com/places/palampur/city-shopping-sightseeing-3154.html
929,"Palampur, Himachal Pradesh"," 8. Naam Art Gallery, Dharamshala","One can spend some relaxed and enjoyable time here, looking around at a number of works as well spiritual art works. Those interested in collecting art can buy some prints available here at a price of INR 400.",https://www.holidify.com/places/mcleodganj/naam-art-gallery-sightseeing-2829.html
930,"Palampur, Himachal Pradesh"," 9. Norbulingka Institute, Dharamshala",The Norbulingka Institute is a centre for practicing and fostering Tibetan art and crafts. The structure itself is a fine specimen of Tibetan style of architecture and design.,https://www.holidify.com/places/mcleodganj/norbulingka-institute-sightseeing-2831.html
931,"Palampur, Himachal Pradesh", 10. Chamunda Devi Temple,"Chamunda Devi Temple is situated on the banks of river Baner in Palampur. Enshrined by Goddess Chamundeshwari, the temple has a beautiful pond inside the premises. The temple has engravings from the scenes of Mahabharat and Ramayana. Set amidst a gorgeous view of the mountains and the river, the tem...",https://www.holidify.com/places/palampur/chamunda-devi-temple-sightseeing-1254573.html
932,"Palampur, Himachal Pradesh", 11. Toy Train,"One of the most popular attractions in Palampur is experiencing a toy train ride which is also designated as the UNESCO World Heritage Site. The train commutes between Palampur and Pathankot and takes you on a hilly ride amidst lush green forests, shimmering waterfalls and across meandering rivers. ...",https://www.holidify.com/places/palampur/toy-train-sightseeing-1254621.html
933,"Kufri, Himachal Pradesh", 1. Kufri Fun World,"Located at 2800 metres above sea level, Kufri Fun World is one of the highest amusement parks in the world. It has the highest go kart track in the world. Situated amidst the snow-capped Himalayan peaks, it is one of the most beautifully situated amusement parks in the world.",https://www.holidify.com/places/kufri/kufri-fun-world-sightseeing-5080.html
934,"Kufri, Himachal Pradesh", 2. Skiing in Kufri,"Kufri is a location 16 km from Shimla which has a famous historic backdrop, for its ski slopes and finished views. Known for its ski runs Kufri, attracts some of the largest numbers of travellers from far and wide, coming to visit Shimla. One may find peaks covered with snow and a small zoo in the a...",https://www.holidify.com/places/kufri/skiing-sightseeing-5083.html
935,"Kufri, Himachal Pradesh", 3. Horse Ride to the Mahasu Peak,"Mahasu Peak, the highest peak in Kufri, is accessible only by horse/mule. The muddy road is best traversed on horseback, which makes for an interesting experience.",https://www.holidify.com/places/chail/horse-riding-sightseeing-1493.html
936,"Kufri, Himachal Pradesh", 4. The Himalayan National Park,The Himalayan National Park offers a steal for the wildlife enthusiast and trekking junkie in your. The Park has about 180 species of birds and extremely rare mammals to offer.,https://www.holidify.com/places/kullu/the-great-himalayan-national-park-sightseeing-2508.html
937,"Kufri, Himachal Pradesh", 5. Mahasu Peak,"This journey to the highest peak in Kufri can only be covered on horse/mule back, considering the path is very muddy and almost impossible to tread on foot.",https://www.holidify.com/places/kufri/mahasu-peak-sightseeing-5081.html
938,"Kufri, Himachal Pradesh", 6. Shimla,"Shopping in Kufri can be a real pain because there is not much to shop at, except the local kiosks. At any point, do not buy saffron sold by local venders, it can most likely be fake or highly adulterated.",https://www.holidify.com/places/shimla/
939,"Kufri, Himachal Pradesh", 7. Indira Tourist Park,"The Indira Tourist Park is close to the Himalayan National Park, and offers a great deal for a calm ambience, with a good atmosphere, good food and coffee.",https://www.holidify.com/places/kufri/indira-tourist-park-sightseeing-5079.html
940,"Kufri, Himachal Pradesh", 8. Yak Rides,"One of the most unique things to do in Kufri is experiencing a Yak ride. The slow, prodding, fluffy animals will make you go back in time when people travelled on yaks. Besides an experience to remember, you will also be able to witness beautiful landscapes and gorgeous views while on the route.",https://www.holidify.com/places/kufri/yak-rides-sightseeing-1254336.html
941,"Kufri, Himachal Pradesh", 9. Tobogganing ,"Tobogganing is lately emerging to be one of the topmost activities and things to do in Kufri. A reminiscent of older times, the activity allows you to slide down snowy trails on a sledge, alone or with company. The route offers and enchanting view of snow clad peaks and valleys replete with trees an...",https://www.holidify.com/places/kufri/tobogganing--sightseeing-1254337.html
942,"Malshej Ghat, Maharashtra", 1. Malshej falls,"Rain, mist, fog and the cascading water falls amidst of woody forest together form the refreshing and fascinating Malshej falls.",https://www.holidify.com/places/malshej-ghat/malshej-falls-sightseeing-2749.html
943,"Malshej Ghat, Maharashtra", 2. Pimpalgaon Joga Dam,"Across the plain waters of the enchanting Pushpavati river, the Pimpalgaon Joga Dam is a sprawling 5 km long structure. It is spread over vast expanse of backwaters, which are one of the most beautiful of sights to behold in the town.",https://www.holidify.com/places/malshej-ghat/pimpalgaon-joga-dam-sightseeing-2750.html
944,"Malshej Ghat, Maharashtra", 3. Harishchandragad Fort Trek,"The monument dates back to the 6th century and finds home at an altitude of 1424 meters and more often than not, given its altitude finds itself marked on a number of trekking trails in and around the area.",https://www.holidify.com/places/malshej-ghat/harishchandragad-fort-sightseeing-2748.html
945,"Malshej Ghat, Maharashtra", 4. Shopping in Malshej Ghat,There aren't any options for shopping here except a few local markets that you might chance upon.,https://www.holidify.com/places/malshej-ghat/city-shopping-sightseeing-2747.html
946,"Malshej Ghat, Maharashtra", 5. Ajoba Hill Fort,"The Hill fort is a popular place where trekking and rock climbing can be enjoyed amidst lush greenery and sceneries. Darkoba Peak nearby is also a favorite for nature lovers, rock climbing and trekking.",https://www.holidify.com/places/malshej-ghat/ajoba-hill-fort-sightseeing-2746.html
947,"Madikeri, Karnataka - A picturesque getaway down south", 1. Abbey Falls,"What runs through the heart of this area, River Cauvery, also creates Abbey Falls when it cascades 70 feet down the rocks. A perfect picnic spot, this is one of the main attractions in Madikeri. These falls are amidst the coffee and cardamom plantations in the Western ghats.",https://www.holidify.com/places/coorg/abbey-falls-sightseeing-1597.html
948,"Madikeri, Karnataka - A picturesque getaway down south", 2. Talacauvery,"The place of origin of the Cauvery river from the Brahmagiri Hills, Talacauvery is extremely sacred and hence attracts many tourists and devotees.",https://www.holidify.com/places/coorg/talacauvery-sightseeing-1621.html
949,"Madikeri, Karnataka - A picturesque getaway down south", 3. Namdroling Monastery,Namdroling is home to the spectacular Golden Temple which is presided by an 18m tall gold plated statue of Buddha. Visitors can enjoy some serene environment here and practice meditation in the monastery.,https://www.holidify.com/places/coorg/namdroling-monastery-sightseeing-1614.html
950,"Madikeri, Karnataka - A picturesque getaway down south", 4. Raja's Seat,"The relaxing venue for the Kings of Kodagu, the view from Raja's Seat is unparalleled. The breathtaking view of sun setting into the undulated mountains is mesmerizing. The garden here is adorned with multitude of flowers.",https://www.holidify.com/places/coorg/rajas-seat-sightseeing-1617.html
951,"Madikeri, Karnataka - A picturesque getaway down south", 5. Trekking in Madikeri,"Madikeri is an equally enjoyable destination for all those whose feet itch for trekking through its landscapes, high peaks and lush greenery interspersed by streams and threads of River Cauvery. A lot of trails here, experience relatively less footfall, leaving them untouched and pristine.",https://www.holidify.com/places/madikeri/trekking-sightseeing-2676.html
952,"Madikeri, Karnataka - A picturesque getaway down south", 6. Gaddige Raja's Tomb,"Built in the Indo-Saracenic style of architecture, this beautiful structure of Gaddige Raja's tomb is the mortal remains of the Kodavad Royalty. These tombs date back to 1820.",https://www.holidify.com/places/coorg/gaddige-rajas-tomb-sightseeing-1606.html
953,"Madikeri, Karnataka - A picturesque getaway down south", 7. Madikeri Fort,"Built in the 17th century by Muddu Raja using mud, the structure was rebuilt by Tipu Sultan in granite. Linga Rajendra Wodeyar II reconstructed it in brick and mortar between 1812 and 1814.",https://www.holidify.com/places/madikeri/madikeri-fort-sightseeing-2671.html
954,"Madikeri, Karnataka - A picturesque getaway down south", 8. Coffee Plantations,Madikeri is known for its resplendent coffee plantations and green meadows sprawling over acres of land. The area is popular for its premium class coffee beans. One of the best activities to do in Madikeri is to take a walk through these gorgeous coffee plantations. The estates offer individual tour...,https://www.holidify.com/places/madikeri/coffee-plantations-sightseeing-1254487.html
955,"Madikeri, Karnataka - A picturesque getaway down south", 9. Omkareshwara Temple,"Depicting both Islamic and Gothic architecture, Omkareshwara temple was built in 1820 by Lingarajendra as a dedication to Lord Shiva. A water tank in this temple houses many fresh water fish and adds to the beauty of this temple.",https://www.holidify.com/places/coorg/omkareshwara-temple-sightseeing-1615.html
956,"Madikeri, Karnataka - A picturesque getaway down south", 10. Chingara Falls,"A singular attraction tucked between coffee estates and tropical forests, Chingara Falls is a delight for nature lovers and trekkers.",https://www.holidify.com/places/madikeri/chingara-falls-sightseeing-8112.html
