,name,rating,image_link,packages,link,description,placeCodes,start,end,type
185,"  Kaziranga National Park, Assam ",3.4,https://www.holidify.com/images/tooltipImages/KAZIRANGA-NATIONAL-PARK.jpg,8000.0,https://www.holidify.com/places/kaziranga-national-park/," Home to two-thirds of the world's one horned rhinoceros population, this national park has been declared as a World Heritage Site. ",KAZIRANGA-NATIONAL-PARK,1,12,wildlife
186,  Bannerghatta National Park ,4.3,https://www.holidify.com/images/compressed/4130.JPG,6520.0,https://www.holidify.com/places/bangalore/bannerghatta-national-park-sightseeing-1281.html," Housing the country's first butterfly park, this national park has a huge variety of fauna, making it one of the most enjoyable tourist attractions in the city.
 
 Tourists can also opt for Safari rides through the park. You can spot Lions, Tigers, Crocodiles amongst numerous other wildlife in the park. ",BANGALORE,1,12,wildlife
187,  Sanjay Gandhi National park ,3.8,https://www.holidify.com/images/compressed/4744.JPG,6520.0,https://www.holidify.com/places/mumbai/sanjay-gandhi-national-park-sightseeing-2883.html," This is a wildlife sanctuary and a habitat to an abundance of flora and fauna, in the midst of a busy Mumbai. Famed to be one the most liked national parks, you can also enjoy a train ride through this one.
 
 You can spot here Leopards, Macaques, Boars, Lions, Flying fox, Kingfisher, Sunbird and much more. A must visit attraction of the city, the park is also known for a huge population and variety of butterflies. ",MUMBAI,1,12,wildlife
188,"  Bandhavgarh National Park, Madhya Pradesh ",4.2,https://www.holidify.com/images/tooltipImages/BANDHAVGARH-NATIONAL-PARK.jpg,1275.0,https://www.holidify.com/places/bandhavgarh-national-park/," Formerly a hunting ground for the Maharajas of Rewa, this National Park is world-renowned as a tiger reserve. ",BANDHAVGARH-NATIONAL-PARK,1,12,wildlife
189,"  Ranthambore, Rajasthan ",4.2,https://www.holidify.com/images/tooltipImages/RANTHAMBORE.jpg,5500.0,https://www.holidify.com/places/ranthambore/," This is one of the best tiger reserves of the country, known to have ""friendly"" tigers and chances of sighting one here is reasonably better than many other tiger reserves of India. Along with this Ranthambore has one of the richest flora and fauna making it an absolutely must visit area ",RANTHAMBORE,10,4,wildlife
190,  Periyar National Park ,4.5,https://www.holidify.com/images/compressed/283.jpg,6520.0,https://www.holidify.com/places/thekkady/periyar-national-park-sightseeing-3744.html," One of the most bio-diverse regions in the world and the best protected reserve area in the country Periyar National Park has been able to gather quite a cult following of its lovers who are enchanted by its beauty, greenery and of course by the majestic Tiger. A place perfect for lovers of nature and adventure, a place famous for its Tigers - Periyar National Park is one of the major attractions of Kerala and one that should not be missed. ",THEKKADY,1,12,wildlife
191,  Nagarhole National Park ,4.2,https://www.holidify.com/images/compressed/8249.jpg,6520.0,https://www.holidify.com/places/nagarhole/nagarhole-national-park-sightseeing-2974.html," Popularly known as Rajiv Gandhi National Park, Nagarhole National Park boasts of its rich wildlife including both flora and fauna. The place is a paradise for nature lovers and those seeking solitude. ",NAGARHOLE,1,12,wildlife
192,"  Kanha National Park, Madhya Pradesh ",3.5,https://www.holidify.com/images/tooltipImages/KANHA-NATIONAL-PARK.jpg,690.0,https://www.holidify.com/places/kanha-national-park/," A delightful town situated in the district of Mandla, Kanha National park is the haven of an exceptionally wide variety of wild animals, including the majestic creature tiger. Wide open grass plains with a backdrop of the city scrapers, scattered bamboo forests play host to a wide variety of wildlife and diverse birdlife with over 300 species recorded. The present-day area stretches over 940-kilometre square which is divided into two sanctuaries: Hallon and Banjar. Located in a central region of Madhya Pradesh it is the largest National Park in central India and has been ranked as one of the best parks in Asia. Among the 22 species of large mammals, the royal Bengal tigers are a major attraction. ",KANHA-NATIONAL-PARK,1,12,wildlife
193,"  Gir, Gujarat ",3.8,https://www.holidify.com/images/tooltipImages/GIR-NATIONAL-PARK.jpg,6520.0,https://www.holidify.com/places/gir-national-park/," Gir National Park is the only remaining home for the Asiatic Lions that are almost a definition to this park in Gujarat, which has a lot more to offer. ",GIR-NATIONAL-PARK,1,12,wildlife
194,"  Sundarbans, West Bengal ",4.0,https://www.holidify.com/images/tooltipImages/SUNDARBAN-NATIONAL-PARK.jpg,6520.0,https://www.holidify.com/places/sundarban-national-park/," Known for hosting the biggest mangrove forests in the world, Sundarbans National Park is located in West Bengal, India. It is also a Tiger Reserve and a Biosphere reserve that provides a complete nature's circle to the tourist right from 'Royal Bengal tigers' to roaring rivers and beautiful estuaries. Sundarbans National Park is a part of Sundarban delta that is covered with Mangrove Forest and the largest population of the Bengal Tigers. It is a UNESCO world heritage site with a large variety of birds and reptiles including salt-water crocodile. ",SUNDARBAN-NATIONAL-PARK,1,12,wildlife
195,"  Pench National Park, Madhya Pradesh ",3.7,https://www.holidify.com/images/tooltipImages/PENCH-NATIONAL-PARK.jpg,16000.0,https://www.holidify.com/places/pench-national-park/," With the majestic Pench river flowing through the greens and a variety of wildlife to be spotted in the rocky terrains, Pench National Park served as an inspiration for the famous novel 'The Jungle Book'. ",PENCH-NATIONAL-PARK,1,12,wildlife
196,  Bharatpur National Park ,4.3,https://www.holidify.com/images/compressed/3037.jpg,6520.0,https://www.holidify.com/places/bharatpur/bharatpur-national-park-sightseeing-1345.html," Now known as the Keoladeo National Park, Bharatpur National Park is a famous bird watching paradise and is among one of the World Heritage sites. ",BHARATPUR,1,12,wildlife
197,  Eravikulam (Rajamalai) National Park ,4.4,https://www.holidify.com/images/compressed/4755.jpg,6520.0,https://www.holidify.com/places/munnar/eravikulam-rajamalai-national-park-sightseeing-2895.html," Located 45 min drive away from Munnar, the Eravikulam National Park houses a rich and diverse variety of flora and fauna and is a UNESCO world heritage site. Elephant, Nilgiri langur, Nilgiri marten, Atlas moth (largest in the world), lion-tailed macaque, small-clawed otter and a rare tiger or leopard are some of the main animal species that can be spotted here. ",MUNNAR,1,12,wildlife
198,  Nehru Zoological Park ,3.7,https://www.holidify.com/images/compressed/4463.JPG,6520.0,https://www.holidify.com/places/hyderabad/nehru-zoological-park-sightseeing-2055.html," With about a 100 species finding habitat here, the Nehru Zoological Park is one of the most enjoyed attractions in the city.
 Neighbouring the Mir Alam tank, it is also known as Hyderabad Zoo and houses the Indian Rhino, Asiatic Lion, Bengal Tiger, Indian Elephant as well as panthers, pythons, deer, and antelopes. Given the Proximity to the tank, countless migratory birds also find a second home here. The zoo also hosts safaris and educational shows. ",HYDERABAD,1,12,wildlife
199,  National Zoological Park ,4.3,https://www.holidify.com/images/compressed/4329.jpg,6520.0,https://www.holidify.com/places/delhi/national-zoological-park-sightseeing-1724.html," Inaugurated in 1959, it is situated near The Old Fort or The Purana Quila. From biggest cats to the tiniest birds the zoo has every kind of animals and birds. The zoo is well maintained and is largely visited by tourists. It has mini bus and battery rickshaws so that if a person is not in a mood to walk can have a ride over it. This Park was initially known as Delhi Zoo. In the year 1982 it was given the status of the National Zoological Park with the idea of it being the model zoo of the country. ",DELHI,1,12,wildlife
200,  Ranganathittu Bird Sanctuary ,4.1,https://www.holidify.com/images/compressed/5018.JPG,6520.0,https://www.holidify.com/places/srirangapatna/ranganathittu-bird-sanctuary-sightseeing-3684.html," Located in the picturesque state of Karnataka, the Ranganathittu Bird Sanctuary is a haven for a wide array of bird species. It is the largest bird sanctuary in the state and comprises of six small islands on the banks of the river Kaveri. Out of the 170 species of bird recorded here, the most notable ones are the Painted Stork, Common Spoonbill, Asian Openbill Stork, Black-headed Ibis, and Woolly-necked Stork. This biodiversity hub also houses many small animals such as bonnet macaque, flying fox and small mammals like common palm civet, Indian grey mongoose and the monitor lizard. ",SRIRANGAPATNA,1,12,wildlife
201,  Arignar Anna Zoological Park ,4.2,https://www.holidify.com/images/compressed/4238.jpg,6520.0,https://www.holidify.com/places/chennai/arignar-anna-zoological-park-sightseeing-1540.html," The first place that comes to mind as far as a family outing/picnic is concerned is a Zoo. Because let's be honest, kids love animals and becoming a kid once in a while has caused no harm to any adult ever. One such pleasing-to-the-eye place is the biggest zoo of South-East Asia: Arinagar Anna Zoological Park. It is situated in Vandalur, Kanchipuram District which is nearly 32 km away from Chennai city. The zoo is rich in its flora and fauna and supports as many as 138 different species. ",CHENNAI,1,12,wildlife
202,  Ooty Botanical Gardens ,4.3,https://www.holidify.com/images/compressed/2913.jpg,6520.0,https://www.holidify.com/places/ooty/ooty-botanical-gardens-sightseeing-3096.html," The Government Botanical Garden is a botanical garden in Udhagamandalam, near Coimbatore, Tamil Nadu laid out in 1848. The Gardens, divided into several sections, cover an area of around 22 hectares, and lie on the lower slopes of Doddabetta peak. The garden has a terraced layout. It is maintained by the Tamil Nadu Horticulture Department.It ascends the slopes of the hill at an elevation of 2250_Ã£_2500 metres above Mean Sea Level. The garden enjoys a temperate climate, with an average rainfall of 140 cms. ",OOTY,1,12,wildlife
203,  Kumarakom Bird Sanctuary ,4.2,https://www.holidify.com/images/compressed/306.jpg,6520.0,https://www.holidify.com/places/kumarakom/kumarakom-bird-sanctuary-sightseeing-2515.html," Perfect getaway for nature lovers, Kumarakom Bird Sanctuary is situatedin the Kottayam district of Kerala. The Vembanad Lake is also situated on its banks. The bird sanctuary is a favourite haunt of migratory birds. ",KUMARAKOM,1,12,wildlife
204,  Proposal In The Air: Hot Air Balloon Proposal in Lonavala ,4.0,https://www.holidify.com/images/cmsuploads/compressed/Cloudhoppers_20190226154219.jpg,6520.0,https://www.holidify.com/places/lonavala/," We all romanticize Hot Air Balloons. Movies like Casanova have set our romance expectations a little above in the skies. Taking your lady for a hot-air balloon ride over Lonavla hill station in Maharashtra, you can feel the flare of the legendary Lothario to set you both in the mood as you literally fly above all with your sweetheart. The plus point is that since the lady is stuck with you in your romantic ride for some time, there’s no evading the question. ",LONAVALA,1,12,romantic
205,"  Himachal Pradesh, In the open arms of the Himalayas ",4.0,https://www.holidify.com/images/tooltipImages/HIMACHAL-PRADESH.jpg,6520.0,https://www.holidify.com/state/himachal-pradesh/, If you both are sworn adrenaline junkies then here’s something for you. Adventures sure get our hearts pumping and being with someone we love throughout is a total delight! The crisp air of the Himalayas and the aura of the snow clad mountains are far from the usual and utterly perfect to drop the M-bomb. ,,1,12,romantic
206,"  Goa, The Beachy Paradise Proposal ",4.5,https://www.holidify.com/images/bgImages/GOA.jpg,5154.0,https://www.holidify.com/places/goa/," There’s something about the aura of Goa that has a whole new level of romantic appeal. The hippie vibes that the ambience of Goa showers upon makes one let loose and live in the moment. The endearing beaches and the contrarily crazy nightlife strike a perfect balance of yin and yang. Let the aura be your advantage, rent a yacht if you wish to and enjoy the saccharine isolation. When the horizon changes its colour to that of the roses, watch your lovely lady flush pink as you pop the question. Although its Goa not France but La Vie En Rose would be a perfect background track, isn’t it? ",GOA,10,3,romantic
207,"  Kohima Camp, Nagaland ",4.0,https://www.holidify.com/images/cmsuploads/compressed/KohimaCampNagaland_Tent_Imag04_20190226154316.jpg,6520.0,https://www.holidify.com/places/kohima/," If surf and sand is not your perfect proposal scene, how about a wondrous encounter with nature’s lush greens? Kohima Camp in Nagaland comes fully decked to make your dreams come true. It’s not just an ordinary one just like your lady. It is furnished with luxury tents, a butler service and they also provide private moonlight dinners. Take your hint when the sky turns drearier and ask for her hand to turn your love into the bond of holy matrimony. ",KOHIMA,1,12,romantic
208,"   Thar Desert, The Celestial Proposal at Thar ",4.0,https://www.holidify.com/images/cmsuploads/compressed/propose11_20190226153254.jpg,6520.0,," It’s hard to say no to you, and your lady basks in the light of the stars and the unworldly Thar Desert envelopes you both in its charm and enigma. Unlike the smoggy city skylines, at Thar, the stars are visible in abundance like a bottled up galaxy. You’ll be a lot more courageous when the desert dunes and the magnificence of the stars witness your marriage proposal as they wrap you and your lover into becoming tranquillity. ",,1,12,romantic
209,"  Grand Proposal at Taj Lake Palace, Udaipur ",4.0,https://www.holidify.com/images/cmsuploads/compressed/Udaipur_20190226153510.jpg,6520.0,https://www.booking.com/hotel/in/taj-lake-palace.en-gb.html?aid=380343," If you desire to propose to the queen of your heart just like a real one, then one can never go wrong with Taj Lake Palace in Udaipur. Regal suites situated in the midst of architectural flamboyance would add the right amount of grandiosity to your proposal. ",,1,12,romantic
210,   In the middle of Dal Lake ,4.4,https://www.holidify.com/images/attr_square/3648.jpg,6520.0,https://www.holidify.com/places/srinagar/dal-lake-sightseeing-3648.html," Bollywood actors break into a song over here for all the right reasons. Kashmir has earned the sobriquet of the jewel of India, but this beauty is the jewel of Kashmir. The setting is ethereal and completely basked in romance. Take her for a Shikara ride and surprise her with a ring amidst the clear waters and furry clouds, you too can break into a song if you desire and the hysterical ‘yes’ would be quite a story for your grandkids. ",SRINAGAR,1,12,romantic
211,  The Scuba Diving Proposal in Andaman ,4.5,https://www.holidify.com/images/cmsuploads/compressed/scuba_20190226154537.jpg,8850.0,https://www.holidify.com/places/andaman-nicobar-islands/scuba-diving-sightseeing-1194.html," If your girlfriend has the love for extraordinary experiences and the offbeat, then she would love a proposal while scuba diving in the cerulean waters of Andaman. While you both discover the often unexplored kingdom that lies underwater amongst the multihued fishes and comely corals, express your desire by showing her a ring. You cannot ruin it by stammering and stuttering as you can only speak in signs and signals underwater. Win-Win! ",ANDAMAN-NICOBAR-ISLANDS,10,6,romantic
212,  Proposal in front of the greatest symbol of love –The Taj Mahal ,4.9,https://www.holidify.com/images/cmsuploads/compressed/Express-Your-Love-In-Front-Of-The-Taj-Mahal-The-Eternal-Symbol-Of-Love_1431081207e11_20190226154615.jpg,6520.0,https://www.holidify.com/places/agra/taj-mahal-sightseeing-1020.html," The Taj Mahal breathes out the air of romance into Agra. If she’s a Bollywood Buff, then she’ll totally be digging it. The majestic Taj Mahal proposal can never go out of fashion or even cliché. As you and your ladylove take a stroll to explore the marbled serenity in all its might, kneel down to ask her the question of a lifetime. You cannot build something as mighty as the Taj for her, but the greatest symbol of love to ever exist can surely set the tone for your proposal. ",AGRA,1,12,romantic
213,  A proposal at Aman,4.2,https://www.holidify.com/images/cmsuploads/compressed/aman_20190226154723.jpg,5500.0,https://www.holidify.com/places/ranthambore/," This is the same place where Katy Perry and Russell Brand tied the knot. This sumptuous wonder is a plush property that could be the first step for you both to start a new life together. Its canopied tents, lavish outdoor pool and custom made packages can make your proposal a perfect one. Pop a champagne bottle and perform the classic ‘ring in the champagne glass’ proposal if you think she’d like it and watch her swoon in front of your very eyes. One cannot simply say ‘no’ to such a regal setting. ",RANTHAMBORE,10,4,romantic
214,"  Lansdowne, Uttarakhand ",3.8,https://www.holidify.com/images/bgImages/LANSDOWNE.jpg,999.0,https://www.holidify.com/places/lansdowne/," Perched amidst the Garhwal Hills of Uttarakhand, Lansdowne is a quaint little hill town that not many tourists know of. Off the beaten tourist trail, Lansdowne is an untouched, pristine town, miles away from the hustle and bustle of the city. Situated at 5670 feet above sea level, Lansdowne is more famously known for being home to the Garhwal Rifle regiment of the Indian Army. This hill station is neither commercialised nor heavily urbanised, making it the perfect getaway for anyone looking to take a break amidst peace and solitude. ",LANSDOWNE,1,12,romantic
215,"  Pahalgam, Jammu & Kashmir ",3.1,https://www.holidify.com/images/bgImages/PAHALGAM.jpg,11000.0,https://www.holidify.com/places/pahalgam/," Nestled right at the confluence of the Lidder River and the famous Sheshnag Lake, Pahalgam is a hill station cum recreational resort. Amidst the backdrop of the Himalayan ranges, majestic meadows of Baisaram and the gushing snow flowing Lidder River, you can indulge in some fun activities like golfing, trekking, Horse riding and angling. An exciting holiday with a picturesque view, Pahalgam has all the amenities for the adventure loving couples! ",PAHALGAM,1,12,romantic
216,"  Aizawl, Mizoram ",3.8,https://www.holidify.com/images/bgImages/AIZAWL.jpg,6520.0,https://www.holidify.com/places/aizawl/," If escaping far away with your loved one happens to be your plan, check out this pristine town located amidst the Lushai Hills just near the Burma Border. Aizawal, the capital city of Mizoram is a basket of beautiful things. Vantawang Falls, Blue Mountain Phawangpui – the highest peak in Mizoram, Durtlang Hills are just some of the wonders from this basket. Home to magnificent white churches set up on the hills overlooking the city and gorgeous Bamboo forests that one would like to gladly disappear into. ",AIZAWL,1,12,romantic
217,"  Jaisalmer, Rajasthan ",4.3,https://www.holidify.com/images/cmsuploads/compressed/Day08_Jaisalmer_GrandIndiaTour_01_compressed_20180226142515.jpg,12000.0,https://www.holidify.com/places/jaisalmer/," This one’s for the more adventurous romantics who would rather spend time exploring interesting sites than just relax gazing into the horizons. Jaisalmer is one such destination that offers an exciting mix of historical sites, cultural hubs and natural habitats for a complete romantic getaway in India. Sprawling sand dunes, camel safaris, camping in the desert with some delicious traditional cuisine, magnificent palaces, charming ruins of old forts within a large national park to explore. It doesn’t get more romantic than this. ",JAISALMER,10,3,romantic
218,"  Kovalam, Kerala ",4.2,https://www.holidify.com/images/bgImages/KOVALAM.jpg,7500.0,https://www.holidify.com/places/kovalam/," Known for its backwater treats, Kovalam is the beach hub of Kerala. Beautiful stretches of sand and water, almost secluded and calm with an amazing view and a lighthouse, this place is for those couples who are looking for some quiet and peace of mind. It is also known for its Ayurvedic massages and yoga resorts with a string of budget lodges along the beach. You can experiment with the local cuisine which is laced with Balinese influence while shopping around for jewellery and handicrafts. Relax on the beach and get on some tan in the tropical sun or rejuvenate yourself with a good massage. ",KOVALAM,9,3,romantic
219,"  Cherrapunji, Meghalaya ",4.0,https://www.holidify.com/images/bgImages/CHERRAPUNJEE.jpg,6292.0,https://www.holidify.com/places/cherrapunjee/," Among the wettest place on the Earth, Cherrapunjee with its clean and pristine surroundings is an excellent place to sit back and unwind. With a unique climate gifted to the area, its untouched beauty and an environment similar to the freshest dew drops, Cherrapunjee is sure to refresh you inside out. The waterfalls in the area only compliment the climate and the flattering pleasant air around. This rainy misty place is also famous for astounding tourists with the lavish spread of the Bangladesh plains from it's cliffs. ",CHERRAPUNJEE,9,5,romantic
